시설명,주소,경도,위도
성원3단지1경로당,경상남도 창원시 성산구 원이대로 774 (상남동),128.692818519,35.216827366
성원3단지2경로당,경상남도 창원시 성산구 원이대로 774 (상남동),128.692818519,35.216827366
성원5단지1경로당,경상남도 창원시 성산구 원이대로 774 (상남동),128.692818519,35.216827366
성원5단지2경로당,경상남도 창원시 성산구 원이대로 774 (상남동),128.692818519,35.216827366
상남동대동아파트경로당,경상남도 창원시 성산구 동산로 115 (상남동),128.690472329,35.219180383
상남경로당,경상남도 창원시 성산구 단정로58번길 6 (상남동),128.685657379,35.217914877
동산경로당,경상남도 창원시 성산구 동산로54번길 17 (상남동),128.687936728,35.214626074
토월고산경로당,경상남도 창원시 성산구 비음로 55번길 6-22 (사파동),128.701880545,35.227062932
사파정경로당,경상남도 창원시 성산구 동산로 176번길 52 (사파동),128.698310663,35.220071391
사파경로당,경상남도 창원시 성산구 창이대로 684번길 30 (사파동),128.696856620,35.222389871
사파신덕경로당,경상남도 창원시 성산구 창이대로 639번길 11 (사파동),128.698688186,35.227889283
사파제2경로당,경상남도 창원시 성산구 창이대로 719번길 8-15 (사파동),128.702658686,35.220307295
사파대동(아)제1경로당,경상남도 창원시 성산구 신사로 106 (사파동),128.694666521,35.220818498
사파대동(아)제2경로당,경상남도 창원시 성산구 신사로 106 (사파동),128.694666521,35.220818498
삼익아파트경로당,경상남도 창원시 성산구 원이대로 773번길 13 (사파동),128.695233164,35.219710267
무궁화(아)경로당,경상남도 창원시 성산구 동산로 148 (사파동),128.692829607,35.219823285
사파동성(아)경로당,경상남도 창원시 성산구 창이대로 737 (사파동),128.703507550,35.219160460
성원남산(아)경로당,경상남도 창원시 성산구 대암로 126 (대방동),128.708214160,35.214654287
대방성원3차(아)경로당,경상남도 창원시 성산구 대암로 82 (대방동),128.706430987,35.215040209
대방대동(아)경로당,경상남도 창원시 성산구 대정로 14 2(대방동),128.697324067,35.208286747
대방개나리1차(아)경로당,경상남도 창원시 성산구 대정로 149 (대방동),128.708277796,35.213087270
대방덕산1차(아)경로당,경상남도 창원시 성산구 대정로 131 (대방동),128.706737518,35.212673850
대방덕산2차(아)경로당,경상남도 창원시 성산구 대암로 272 (대방동),128.708655124,35.203916684
대방그린빌(아)경로당,경상남도 창원시 성산구 대암로 256 (대방동),128.710570277,35.204978396
대방동성(아)경로당,경상남도 창원시 성산구 대암로 282 (대방동),128.707936577,35.203775879
대방대동디지털(아)경로당,경상남도 창원시 성산구 창이대로 881번길 8 (대방동),128.707393650,35.206244706
대방대동황토방아파트경로당,경상남도 창원시 성산구 창이대로 881번길 19 (대방동),128.708721159,35.207834291
가음정경로당,경상남도 창원시 성산구 가음정로 11번길 6-7 (가음동),128.686822587,35.210994987
창원더샵센트럴파크경로당,경상남도 창원시 성산구 원이대로863번길 19 (가음동),128.697630017,35.209145635
은아(아)경로당,경상남도 창원시 성산구 원이대로883번길 6 (가음동),128.693945727,35.206445365
소라(아)경로당,경상남도 창원시 성산구 성산패총로178번길 51 (가음동),128.687943458,35.207048968
우성(아)경로당,경상남도 창원시 성산구 대암로 22 (남양동),128.697176937,35.212939692
롯데(아)경로당,경상남도 창원시 성산구 대암로 56 (남양동),128.701863760,35.214350746
동성아파트경로당,경상남도 창원시 성산구 대암로 60 (남양동),128.702936907,35.214610019
성원1차(아)경로당,경상남도 창원시 성산구 대정로 73 (남양동),128.701163996,35.211041520
성원2차(아)경로당,경상남도 창원시 성산구 대정로 99 (남양동),128.702846171,35.211422428
피오르빌(아)경로당,경상남도 창원시 성산구 대정로 84 (남양동),128.700875588,35.209443900
대방경로당,경상남도 창원시 성산구 가음로57번길 16-21 (남양동),128.703918017,35.207425177
음지경로당,경상남도 창원시 성산구 가음로57번길 16-21 (남양동),128.703918017,35.207425177
가음동경로당,경상남도 창원시 성산구 가양로52번길 27 (가음동),128.702717653,35.205388746
개나리3차(아)경로당,경상남도 창원시 성산구 대정로 100 (남양동),128.704765628,35.211309686
한림(아)경로당,경상남도 창원시 성산구 대암로 8 (남양동),128.698219415,35.213421671
위드파크아파트경로당,경상남도 창원시 성산구 가양로 99 (남양동),128.703561156,35.210305935
남산경로당,경상남도 창원시 성산구 가음로101번길 6-8 (남양동),128.704366724,35.204212222
가음꿈에그린아파트경로당,경상남도 창원시 성산구 원이대로878번길 9 (가음동),128.692883767,35.209185047
창원센텀푸르지오경로당,경상남도 창원시 성산구 가음정로 59 (가음동),128.690945027,35.208388006
성남경로당,경상남도 창원시 성산구가음로64번길 8 (가음동),128.701558071,35.207060067
서광파크빌(아)경로당,경상남도 창원시 성산구 안민안길 50 (천선동),128.694396587,35.187243257
안민경로당,경상남도 창원시 성산구 안민로117번길 17 (안민동),128.689721216,35.187412309
한솔(아)경로당,경상남도 창원시 성산구 안민로 161 (안민동),128.691439409,35.185727650
청솔(아)경로당,경상남도 창원시 성산구 안민로101번길 29 (안민동),128.687771756,35.189680544
신우에이스타운경로당,경상남도 창원시 성산구 안민안길 8 (안민동),128.690317445,35.185473719
한양아파트경로당,경상남도 창원시 성산구 정동로162번길 69 (남산동),128.697813999,35.201450133
대우(아)경로당,경상남도 창원시 성산구 정동로162번길 31 (남산동),128.693467507,35.203812209
한림푸르지오(아)경로당,경상남도 창원시 성산구 외리로34번길 13 (성주동),128.709518758,35.202221500
유니온빌리지(아)경로당,경상남도 창원시 성산구 삼정자로 79 (성주동),128.714431081,35.200415234
프리빌리지경로당,경상남도 창원시 성산구 대암로 253 (성주동),128.708546723,35.203255578
프리빌리지2차경로당,경상남도 창원시 성산구 창원대로1209번길 22 (성주동),128.715882106,35.194861036
삼정자경로당,경상남도 창원시 성산구 삼정자로51번길15 (성주동),128.711271684,35.199464800
불모산경로당,경상남도 창원시 성산구 불모산로66번길 11 (성주동),128.725112490,35.189455403
양곡경로당,경상남도 창원시 성산구 양곡길106번길 1-12 (양곡동),128.627066280,35.200304676
동성1차경로당,경상남도 창원시 성산구 신촌로 95 (신촌동),128.629140763,35.202079790
동성2차경로당,경상남도 창원시 성산구 신촌로 63 (신촌동),128.628202748,35.204169259
동성빌라2차경로당,경상남도 창원시 성산구 신촌로 43 (신촌동),128.627507716,35.205684178
성원아파트경로당,경상남도 창원시 성산구 신촌로 123 (신촌동),128.629069211,35.198030468
귀산경로당,경상남도 창원시 성산구 귀산로58번길 14 (귀산동),128.615912723,35.165883165
석교경로당,경상남도 창원시 성산구 삼귀로466번길 8 (귀산동),128.609394327,35.157519047
갯마을경로당,경상남도 창원시 성산구 삼귀로 375-11 (귀산동),128.607574047,35.164380805
용호마을경로당,경상남도 창원시 성산구 삼귀로 185-9 (귀곡동),128.599451023,35.169846645
동부산아이존빌경로당,경상남도 창원시 성산구 신촌로 94 (신촌동),128.627840942,35.200517678
신촌경로당,경상남도 창원시 성산구 양곡길 53 (신촌동),128.626898423,35.205391893
신촌동원로얄듀크1차아파트경로당,경상남도 창원시 성산구 신촌로 130 (신촌동),128.628563233,35.197803858
구복남성경로당,경상남도 창원시 마산합포구 구산면 구복길 74(구산면),128.569394691,35.070173923
구복여성경로당,경상남도 창원시 마산합포구 구산면 구복길 74(구산면),128.569394691,35.070173923
구산경로당,경상남도 창원시 마산합포구 구산면 해양관광로 1432(구산면),128.583224742,35.089114016
구산음달경로당,경상남도 창원시 마산합포구 구산면 구산로 566-1(구산면),128.580282010,35.120612828
군령경로당,경상남도 창원시 마산합포구 구산면 석곡로 39(구산면),128.544754625,35.118574893
난포경로당,경상남도 창원시 마산합포구 구산면 난포1길 36(구산면),128.604970154,35.081242908
내포남성경로당,경상남도 창원시 마산합포구 구산면 내포2길 95(구산면),128.578677693,35.098393033
내포여성경로당,경상남도 창원시 마산합포구 구산면 내포2길 110(구산면),128.578003384,35.098648491
명주경로당,경상남도 창원시 마산합포구 구산면 해양관광로 933(구산면),128.548661036,35.107810865
반동남성경로당,경상남도 창원시 마산합포구 구산면 반동길 88(구산면),128.582942331,35.083844940
반동여성경로당,경상남도 창원시 마산합포구 구산면 반동길 90-1(구산면),128.582717554,35.083780925
상마전경로당,경상남도 창원시 마산합포구 구산면마전길 317-4(구산면),,
석곡경로당,경상남도 창원시 마산합포구 구산면 아랫석곡길 26(구산면),128.563108761,35.115416394
수정남성경로당,경상남도 창원시 마산합포구 구산면 구산로 566-1(구산면),128.580282010,35.120612828
수정여성경로당,경상남도 창원시 마산합포구 구산면 구산로 566-1(구산면),128.580282010,35.120612828
신촌경로당,경상남도 창원시 마산합포구 구산면 구산신촌2길 45(구산면),128.585178190,35.095044509
실리도경로당,경상남도 창원시 마산합포구 구산면 실리섬길 13(구산면),128.637693019,35.063546127
심리경로당,경상남도 창원시 마산합포구 구산면 심리1길 40-1(구산면),128.607134330,35.069509044
안녕경로당,경상남도 창원시 마산합포구 구산면 안녕로 139(구산면),128.595177106,35.116850647
양평경로당,경상남도 창원시 마산합포구 구산면 양평길 59-17(구산면),128.585672306,35.083934090
옥계남성경로당,경상남도 창원시 마산합포구 구산면 옥계로 304(구산면),128.611475816,35.093083442
옥계여성경로당,경상남도 창원시 마산합포구 구산면 옥계로 304(구산면),128.611475816,35.093083442
용호경로당,경상남도 창원시 마산합포구 구산면 윗용호길 9(구산면),128.597624339,35.071781243
욱곡남성경로당,경상남도 창원시 마산합포구 구산면 욱곡1길 19(구산면),128.557866682,35.096398822
욱곡여성경로당,경상남도 창원시 마산합포구 구산면 욱곡1길 19(구산면),128.557866682,35.096398822
원전경로당,경상남도 창원시 마산합포구 구산면 이순신로 701(구산면),128.630544241,35.068143474
유산경로당,경상남도 창원시 마산합포구 구산면 유산1길 11(구산면),128.556593095,35.130222517
유천경로당,경상남도 창원시 마산합포구 구산면 유천길 84(구산면),128.563516851,35.131432479
장구경로당,경상남도 창원시 마산합포구 구산면 장구길 24-35(구산면),128.564448913,35.080457764
하마전경로당,경상남도 창원시 마산합포구 구산면마전길 53(구산면),,
진동경로당,경상남도 창원시 마산합포구 진동면 성산길 56(진동면),128.488239518,35.114804446
진동서촌1구경로당,경상남도 창원시 마산합포구 진동면 진동시장길 24-21(진동면),128.487538375,35.114399036
고현경로당,경상남도 창원시 마산합포구 진동면 미더덕로 358-11(진동면),128.479843097,35.102625084
광암경로당,경상남도 창원시 마산합포구 진동면 광암해안길 6(진동면),128.497974972,35.104518232
동촌1구경로당,경상남도 창원시 마산합포구 진동면 문화마당길 11-14(진동면),128.489317274,35.112487875
서촌2구경로당,경상남도 창원시 마산합포구 진동면 서동촌길 2-9(진동면),128.486556934,35.112818345
서촌3구경로당,경상남도 창원시 마산합포구 진동면 서촌바다길 46(진동면),128.484157452,35.112810248
교동경로당,경상남도 창원시 마산합포구 진동면 교동3길 40-10(진동면),128.500980187,35.117412767
