시설구분,시설명,주소,경도,위도
생활편익시설,새동네경로당,경상남도 창원시 의창구 도계로4번길 18-1,128.634026433,35.258020908
생활편익시설,도계휴먼시아경로당,경상남도 창원시 의창구 원이대로82번길,128.635556053,35.254990896
생활편익시설,명서2경로당,경상남도 창원시 의창구 우곡로 73,128.64001727,35.247138274
생활편익시설,명서주민복지회관경로당,경상남도 창원시 의창구 우곡로101번길 30-3,128.642144362,35.243139439
생활편익시설,명서1경로당,경상남도 창원시 의창구 원이대로270번길 18,128.64832491,35.241586609
생활편익시설,명지경로당,경상남도 창원시 의창구 명서로123번길 9,128.648628693,35.245940786
생활편익시설,서곡경로당,경상남도 창원시 의창구 명지로109번길 18,128.650083206,35.249572438
생활편익시설,두산위브경로당,경상남도 창원시 의창구 도계로 135,128.64276124,35.253975382
생활편익시설,지귀경로당,경상남도 창원시 의창구 봉곡로3번길 15,128.661144022,35.245469371
생활편익시설,봉곡경로당,경상남도 창원시 의창구 봉곡로24번길 9-20,128.664738046,35.248338676
생활편익시설,연덕경로당,경상남도 창원시 의창구 봉곡로68번길 16,128.666457479,35.247877508
생활편익시설,동부경로당,경상남도 창원시 의창구 봉곡로111번길 35,128.674032819,35.246567375
생활편익시설,봉곡복지경로당,경상남도 창원시 의창구 창이대로165번길 7,128.655202364,35.244706561
생활편익시설,사림제1경로당,경상남도 창원시 의창구 창이대로343번길 94-9,128.68282923,35.244204276
생활편익시설,사림제2경로당,경상남도 창원시 의창구 사림로16번길 27,128.678212066,35.245197592
생활편익시설,정병산경로당,경상남도 창원시 의창구 용지로281번길 10,128.688423921,35.238752985
생활편익시설,웅남경로당,경상남도 창원시 의창구 사림로71번길 18,128.681165771,35.247539983
생활편익시설,봉촌경로당,경상남도 창원시 의창구 지귀로73번길 8-27,128.656016821,35.24801865
생활편익시설,봉덕경로당,경상남도 창원시 의창구 봉곡로120번길 28-10,128.667887384,35.247278061
생활편익시설,휴먼시아1단지경로당,경상남도 창원시 의창구 소봉로 50,128.669518461,35.253434829
생활편익시설,휴먼시아 2단지경로당,경상남도 창원시 의창구 대봉로 25 ,128.664784114,35.251183176
생활편익시설,피닉스포레경로당,경상남도 창원시 의창구 대봉로 27,128.664664415,35.25168863
생활편익시설,코오롱아파트경로당,경상남도 창원시 의창구 지귀로95번길 7,128.656773343,35.247513369
생활편익시설,까치1차(아)경로당,경상남도 창원시 성산구 창원천로 254 (반지동),128.667009123,35.244722769
생활편익시설,까치2단지(아)경로당,경상남도 창원시 성산구 창원천로 256 (반지동),128.666921546,35.245454895
생활편익시설,노블파크(아)경로당,경상남도 창원시 성산구 원이대로 449 (반림동),128.664976048,35.236476929
생활편익시설,대동(아)경로당,경상남도 창원시 성산구 창원천로 292 (반지동),128.670092293,35.244897474
생활편익시설,럭키아파트경로당,경상남도 창원시 성산구 반송로 105 (반림동),128.669166618,35.239036359
생활편익시설,반지경로당,경상남도 창원시 성산구 창원천로188번길 23-1 (반지동),128.659850703,35.241681991
생활편익시설,반지제2경로당,경상남도 창원시 성산구 반지로4번길 29-19 (반지동),128.66256007,35.238510791
생활편익시설,반지제3경로당,경상남도 창원시 성산구 반지로 58 (반지동),128.663141367,35.242658448
생활편익시설,반지제4경로당,경상남도 창원시 성산구 창원천로162번길 14 (반지동),128.656548872,35.241938601
생활편익시설,트리비앙(아)경로당,경상남도 창원시 성산구 원이대로 495 (반림동),128.669724925,35.234277458
생활편익시설,현대건설(아)경로당,경상남도 창원시 성산구 반송로 177 (반림동),128.674944433,35.236903791
생활편익시설,현대산업아파트경로당,경상남도 창원시 성산구 외동반림로 219 (반림동),128.675938945,35.238450548
생활편익시설,내동아파트경로당,경상남도 창원시 성산구 삼동로128번길 60 (내동),128.663510226,35.220668348
생활편익시설,내동그라미아파트경로당,경상남도 창원시 성산구 연덕로184번길 19 (내동),128.667994925,35.218161448
생활편익시설,대우아파트경로당,경상남도 창원시 성산구 상남로 48 (상남동),128.68027538,35.217786519
생활편익시설,대호타워아파트경로당,경상남도 창원시 성산구 상남로24번길 13 (상남동),128.677822094,35.217048724
생활편익시설,동성샛별아파트경로당,경상남도 창원시 성산구 연덕로184번길 1 (내동),128.666458139,35.219068431
생활편익시설,외동경로당,경상남도 창원시 성산구 용지로21번길 30 (중앙동),128.672818507,35.220178361
생활편익시설,외동월드메르디앙(아)경로당,경상남도 창원시 성산구 창원대로780번길 34 (외동),128.675160355,35.213842132
생활편익시설,장수경로당,경상남도 창원시 성산구 외동반림로134번길 15 (중앙동),128.674123556,35.22978062
생활편익시설,중앙경로당,경상남도 창원시 성산구 원이대로566번길 27-25 (중앙동),128.676735778,35.226523121
생활편익시설,중앙제1경로당,경상남도 창원시 성산구 원이대로580번길 31 (중앙동),128.677521047,35.22579897
생활편익시설,송죽경로당,경상남도 창원시 성산구 외동반림로46번길 17 (중앙동),128.674288292,35.22299979
생활편익시설,내동월드메르디앙(아)경로당,경상남도 창원시 성산구 삼동로128번길 24 (내동),128.656391537,35.224597231
생활편익시설,상남꿈에그린아파트경로당,경상남도 창원시 성산구 토월로27번길 18 (상남동),128.679440731,35.216341181
생활편익시설,대원경로당,경상남도 창원시 성산구 대원로27번길 30 (대원동),128.6501995,35.23257258
생활편익시설,대원파크빌경로당,경상남도 창원시 성산구 삼동로 121 (대원동),128.654954934,35.224877872
생활편익시설,대동1차(아)경로당,경상남도 창원시 성산구 창원대로548 (대원동),128.65392602,35.225696134
생활편익시설,대원대동2차(아)경로당,경상남도 창원시 성산구 창원대로538 (대원동),128.653083543,35.226282243
생활편익시설,The City7 자이 경로당,경상남도 창원시 성산구 창원천로 94번길 19 (대원동),128.653952416,35.239448616
생활편익시설,포레나대원아파트경로당,경상남도 창원시 성산구 창원천로 34 (대원동),128.648734492,35.235019046
생활편익시설,용호경로당,경상남도 창원시 성산구 창이대로 440번길 17 (용호동),128.682609548,35.23923586
생활편익시설,용지경로당,경상남도 창원시 성산구 용지로 239번길 19-4 (용호동),128.684342517,35.236067055
생활편익시설,일동아파트1단지경로당,경상남도 창원시 성산구 외동반림로 216 (용호동),128.679084087,35.235820449
생활편익시설,일동아파트2단지경로당,경상남도 창원시 성산구 외동반림로 216 (용호동),128.679084087,35.235820449
생활편익시설,무학아파트1단지경로당,경상남도 창원시 성산구 외동반림로 200 (용호동),128.676710501,35.235482503
생활편익시설,무학아파트2단지경로당,경상남도 창원시 성산구 외동반림로 200 (용호동),128.676710501,35.235482503
생활편익시설,롯데아파트경로당,경상남도 창원시 성산구 용지로 229 (용호동),128.68413643,35.235040019
생활편익시설,신월제1경로당,경상남도 창원시 성산구 신사로 21번길 36 (신월동),128.6905924,35.228805283
생활편익시설,신월제2경로당,경상남도 창원시 성산구 창이대로 586번길 1 (신월동),128.694753187,35.230989493
생활편익시설,신월은아아파트경로당,경상남도 창원시 성산구 원이대로 663 (신월동),128.68663565,35.224718269
생활편익시설,용지아이파크경로당,경상남도 창원시 성산구 원이대로 579번길 13 (용호동),128.678410388,35.229288008
생활편익시설,용지더샵레이크파크경로당,경상남도 창원시 성산구 외동반림로 156 (용호동),128.67562897,35.230937899
생활편익시설,성원1단지(아)경로당,경상남도 창원시 성산구 원이대로 774 (상남동),128.692818519,35.216827366
생활편익시설,성원2단지(아)경로당,경상남도 창원시 성산구 원이대로 774 (상남동),128.692818519,35.216827366
생활편익시설,성원3단지1경로당,경상남도 창원시 성산구 원이대로 774 (상남동),128.692818519,35.216827366
생활편익시설,성원3단지2경로당,경상남도 창원시 성산구 원이대로 774 (상남동),128.692818519,35.216827366
생활편익시설,성원5단지1경로당,경상남도 창원시 성산구 원이대로 774 (상남동),128.692818519,35.216827366
생활편익시설,성원5단지2경로당,경상남도 창원시 성산구 원이대로 774 (상남동),128.692818519,35.216827366
생활편익시설,상남동대동아파트경로당,경상남도 창원시 성산구 동산로 115 (상남동),128.690472329,35.219180383
생활편익시설,상남경로당,경상남도 창원시 성산구 단정로58번길 6 (상남동),128.685657379,35.217914877
생활편익시설,동산경로당,경상남도 창원시 성산구 동산로54번길 17 (상남동),128.687936728,35.214626074
생활편익시설,토월고산경로당,경상남도 창원시 성산구 비음로 55번길 6-22 (사파동),128.701880545,35.227062932
생활편익시설,사파정경로당,경상남도 창원시 성산구 동산로 176번길 52 (사파동),128.698310663,35.220071391
생활편익시설,사파경로당,경상남도 창원시 성산구 창이대로 684번길 30 (사파동),128.69685662,35.222389871
생활편익시설,사파신덕경로당,경상남도 창원시 성산구 창이대로 639번길 11 (사파동),128.698688186,35.227889283
생활편익시설,사파제2경로당,경상남도 창원시 성산구 창이대로 719번길 8-15 (사파동),128.702658686,35.220307295
생활편익시설,사파대동(아)제1경로당,경상남도 창원시 성산구 신사로 106 (사파동),128.694666521,35.220818498
생활편익시설,사파대동(아)제2경로당,경상남도 창원시 성산구 신사로 106 (사파동),128.694666521,35.220818498
생활편익시설,삼익아파트경로당,경상남도 창원시 성산구 원이대로 773번길 13 (사파동),128.695233164,35.219710267
생활편익시설,무궁화(아)경로당,경상남도 창원시 성산구 동산로 148 (사파동),128.692829607,35.219823285
생활편익시설,사파동성(아)경로당,경상남도 창원시 성산구 창이대로 737 (사파동),128.70350755,35.21916046
생활편익시설,성원남산(아)경로당,경상남도 창원시 성산구 대암로 126 (대방동),128.70821416,35.214654287
생활편익시설,대방성원3차(아)경로당,경상남도 창원시 성산구 대암로 82 (대방동),128.706430987,35.215040209
생활편익시설,대방대동(아)경로당,경상남도 창원시 성산구 대정로 14 2(대방동),128.697324067,35.208286747
생활편익시설,대방개나리1차(아)경로당,경상남도 창원시 성산구 대정로 149 (대방동),128.708277796,35.21308727
생활편익시설,대방덕산1차(아)경로당,경상남도 창원시 성산구 대정로 131 (대방동),128.706737518,35.21267385
생활편익시설,대방덕산2차(아)경로당,경상남도 창원시 성산구 대암로 272 (대방동),128.708655124,35.203916684
생활편익시설,대방그린빌(아)경로당,경상남도 창원시 성산구 대암로 256 (대방동),128.710570277,35.204978396
생활편익시설,대방동성(아)경로당,경상남도 창원시 성산구 대암로 282 (대방동),128.707936577,35.203775879
생활편익시설,대방대동디지털(아)경로당,경상남도 창원시 성산구 창이대로 881번길 8 (대방동),128.70739365,35.206244706
생활편익시설,대방대동황토방아파트경로당,경상남도 창원시 성산구 창이대로 881번길 19 (대방동),128.708721159,35.207834291
